timestamp,timestamp_iso,total_cpu_watts_core,total_cpu_watts_package,vm_count,collection_interval,vm_filter
0.08191776275634766,2025-09-10T10:02:41.721444,0.06707709861962267,0.14292969034704586,1,1.0,{'fedora40'}
2.1131820678710938,2025-09-10T10:02:43.752708,0.034860612629175225,0.08476821173816394,1,1.0,{'fedora40'}
3.109140396118164,2025-09-10T10:02:44.748666,0.034860612629175225,0.08476821173816394,1,1.0,{'fedora40'}
4.10642671585083,2025-09-10T10:02:45.745953,0.00664198674263419,0.015761833896221294,1,1.0,{'fedora40'}
5.082240104675293,2025-09-10T10:02:46.721766,0.00664198674263419,0.015761833896221294,1,1.0,{'fedora40'}
6.073102951049805,2025-09-10T10:02:47.712629,0.0053422059636561575,0.012517296229306637,1,1.0,{'fedora40'}
7.101478815078735,2025-09-10T10:02:48.741005,0.0073876777705566745,0.01736397372639573,1,1.0,{'fedora40'}
8.074395895004272,2025-09-10T10:02:49.713922,0.0073876777705566745,0.01736397372639573,1,1.0,{'fedora40'}
9.10526180267334,2025-09-10T10:02:50.744788,0.00792303612286109,0.01859988057853212,1,1.0,{'fedora40'}
10.072624206542969,2025-09-10T10:02:51.712150,0.00792303612286109,0.01859988057853212,1,1.0,{'fedora40'}
11.076170921325684,2025-09-10T10:02:52.715697,0.004619406841449883,0.010937499500780311,1,1.0,{'fedora40'}
12.112879514694214,2025-09-10T10:02:53.752405,0.004979423362989401,0.011540450319503803,1,1.0,{'fedora40'}
13.081326246261597,2025-09-10T10:02:54.720852,0.004979423362989401,0.011540450319503803,1,1.0,{'fedora40'}
14.109713554382324,2025-09-10T10:02:55.749239,0.005489046904598393,0.013002905312385382,1,1.0,{'fedora40'}
15.077747106552124,2025-09-10T10:02:56.717273,0.005489046904598393,0.013002905312385382,1,1.0,{'fedora40'}
16.074655532836914,2025-09-10T10:02:57.714181,0.054496579850181234,0.11947443563515446,1,1.0,{'fedora40'}
17.166377782821655,2025-09-10T10:02:58.805904,0.07828809709934031,0.17267654025696685,1,1.0,{'fedora40'}
18.069319486618042,2025-09-10T10:02:59.708845,0.07828809709934031,0.17267654025696685,1,1.0,{'fedora40'}
19.10884690284729,2025-09-10T10:03:00.748373,0.03214658130070671,0.07342603915779498,1,1.0,{'fedora40'}
20.070948839187622,2025-09-10T10:03:01.710475,0.03214658130070671,0.07342603915779498,1,1.0,{'fedora40'}
21.09174370765686,2025-09-10T10:03:02.731270,0.05667215317536004,0.12575014015672625,1,1.0,{'fedora40'}
22.111810207366943,2025-09-10T10:03:03.751336,0.04355098416313303,0.08448042613420285,1,1.0,{'fedora40'}
23.09035587310791,2025-09-10T10:03:04.729882,0.04355098416313303,0.08448042613420285,1,1.0,{'fedora40'}
24.11732292175293,2025-09-10T10:03:05.756849,0.06779190735997599,0.13462753877751296,1,1.0,{'fedora40'}
25.105745553970337,2025-09-10T10:03:06.745271,0.06779190735997599,0.13462753877751296,1,1.0,{'fedora40'}
26.094507455825806,2025-09-10T10:03:07.734033,0.07163327628591296,0.14305998852240043,1,1.0,{'fedora40'}
27.13992476463318,2025-09-10T10:03:08.779451,0.006388480077486574,0.011796529448021655,1,1.0,{'fedora40'}
28.091814041137695,2025-09-10T10:03:09.731340,0.006388480077486574,0.011796529448021655,1,1.0,{'fedora40'}
29.104395627975464,2025-09-10T10:03:10.743922,0.099903866567431,0.20491061120314383,1,1.0,{'fedora40'}
30.069939613342285,2025-09-10T10:03:11.709466,0.099903866567431,0.20491061120314383,1,1.0,{'fedora40'}
31.092641353607178,2025-09-10T10:03:12.732167,0.08716252593152359,0.18913795547959092,1,1.0,{'fedora40'}
32.10532832145691,2025-09-10T10:03:13.744854,0.10345020698427834,0.22652447930557743,1,1.0,{'fedora40'}
33.073142290115356,2025-09-10T10:03:14.712668,0.10345020698427834,0.22652447930557743,1,1.0,{'fedora40'}
34.10595369338989,2025-09-10T10:03:15.745480,0.0948813299485952,0.20060072793660574,1,1.0,{'fedora40'}
35.09024238586426,2025-09-10T10:03:16.729768,0.0948813299485952,0.20060072793660574,1,1.0,{'fedora40'}
36.082287073135376,2025-09-10T10:03:17.721813,0.10825446096830807,0.22914516842894195,1,1.0,{'fedora40'}
37.120219707489014,2025-09-10T10:03:18.759746,0.12014031508571935,0.25642637183335754,1,1.0,{'fedora40'}
38.0822856426239,2025-09-10T10:03:19.721812,0.12014031508571935,0.25642637183335754,1,1.0,{'fedora40'}
39.10410666465759,2025-09-10T10:03:20.743633,0.11210377216501778,0.2496703799196131,1,1.0,{'fedora40'}
40.07107615470886,2025-09-10T10:03:21.710602,0.11210377216501778,0.2496703799196131,1,1.0,{'fedora40'}
41.077887296676636,2025-09-10T10:03:22.717413,0.08790831260979326,0.18720370905723394,1,1.0,{'fedora40'}
42.121424436569214,2025-09-10T10:03:23.760950,0.14642582872906904,0.3038843511005826,1,1.0,{'fedora40'}
