timestamp,timestamp_absolute,timestamp_iso,cpu_cycles,instructions,cache_references,cache_misses,branches,branch_misses,page_faults,context_switches,cpu_utilization,cpu_user_time,cpu_system_time,cpu_nice_time,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_idle,memory_usage_percent,memory_available_gb,disk_io_read_mb,disk_io_write_mb,network_bytes_sent,network_bytes_recv,process_count,load_average_1min,load_average_5min,load_average_15min,instructions_per_cycle,cache_miss_ratio,branch_miss_ratio,cpu_efficiency,sys_cpu_user_seconds,sys_cpu_system_seconds,sys_cpu_total_seconds,sys_context_switches,sys_processes_created,sys_procs_running,sys_procs_blocked,collection_interval,time_delta_seconds,vm_hostname
0.0,1757512962.659264,2025-09-10T10:02:42.659264,0,0,0,0,0,0,0,0,0.5000000000000853,0.0,0.25000000000012657,0.0,0.0,0.24999999999994893,0.0,0.0,99.49999999999991,14.3,10.174678802490234,0.0,0.0,0,125,291,0.0712890625,1.08251953125,1.2607421875,0.0,0.0,0.0,0.0025000000000012655,0.0,0.01,0.01,120,0,1,0,1.0,1.000133752822876,fedora
2.0002973079681396,1757512964.6595614,2025-09-10T10:02:44.659561,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.3,10.174678802490234,0.0,0.0,0,52,291,0.0712890625,1.08251953125,1.2607421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0,1,0,1.0,1.0001976490020752,fedora
3.00296950340271,1757512965.6622336,2025-09-10T10:02:45.662234,0,0,0,0,0,0,0,0,0.49751243781088306,0.0,0.0,0.0,0.0,0.0,0.24875621890546748,0.24875621890542327,99.50248756218912,14.3,10.174678802490234,0.0,0.0,0,93,291,0.0654296875,1.064453125,1.25390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,0,1,0,1.0,1.000197410583496,fedora
4.00555944442749,1757512966.6648235,2025-09-10T10:02:46.664824,0,0,0,0,0,0,0,0,0.24937655860361474,0.0,0.24937655860361854,0.0,0.0,0.0,0.0,0.0,99.75062344139639,14.3,10.174678802490234,0.0,0.0,0,125,291,0.0654296875,1.064453125,1.25390625,0.0,0.0,0.0,0.0024937655860361855,0.0,0.01,0.01,92,0,1,0,1.0,1.0002236366271973,fedora
5.009004831314087,1757512967.668269,2025-09-10T10:02:47.668269,0,0,0,0,0,0,0,0,0.2500000000000284,0.0,0.0,0.0,0.0,0.2500000000000242,0.0,0.0,99.74999999999997,14.3,10.174678802490234,0.0,0.0,0,166,291,0.0654296875,1.064453125,1.25390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,0,1,0,1.0,1.0001544952392578,fedora
6.011700391769409,1757512968.6709645,2025-09-10T10:02:48.670964,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.3,10.174678802490234,0.0,0.0,0,218,291,0.0654296875,1.064453125,1.25390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,1,0,1.0,1.000260829925537,fedora
7.014431476593018,1757512969.6736956,2025-09-10T10:02:49.673696,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.3,10.174678802490234,0.0,0.0,0,73,291,0.0654296875,1.064453125,1.25390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,0,1,0,1.0,1.000248670578003,fedora
8.016967535018921,1757512970.6762316,2025-09-10T10:02:50.676232,0,0,0,0,0,0,0,0,0.49999999999954525,0.24999999999977263,0.24999999999977263,0.0,0.0,0.0,0.0,0.0,99.50000000000045,14.3,10.174678802490234,0.0,0.0,0,52,291,0.06005859375,1.04638671875,1.2470703125,0.0,0.0,0.0,0.0049999999999954525,0.01,0.01,0.02,110,0,1,0,1.0,1.0001459121704102,fedora
9.01975154876709,1757512971.6790156,2025-09-10T10:02:51.679016,0,0,0,0,0,0,0,0,0.2493765586034442,0.0,0.0,0.0,0.0,0.0,0.0,0.2493765586034418,99.75062344139656,14.3,10.174678802490234,0.0,0.0,0,73,291,0.06005859375,1.04638671875,1.2470703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,0,1,0,1.0,1.0002548694610596,fedora
10.022140979766846,1757512972.681405,2025-09-10T10:02:52.681405,0,0,0,0,0,0,0,0,0.24937655860351526,0.0,0.0,0.0,0.0,0.0,0.24937655860350805,0.0,99.75062344139648,14.3,10.174678802490234,0.0,0.0,0,125,291,0.06005859375,1.04638671875,1.2470703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0,1,0,1.0,1.0002083778381348,fedora
