timestamp,timestamp_absolute,timestamp_iso,cpu_cycles,instructions,cache_references,cache_misses,branches,branch_misses,page_faults,context_switches,cpu_utilization,cpu_user_time,cpu_system_time,cpu_nice_time,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_idle,memory_usage_percent,memory_available_gb,disk_io_read_mb,disk_io_write_mb,network_bytes_sent,network_bytes_recv,process_count,load_average_1min,load_average_5min,load_average_15min,instructions_per_cycle,cache_miss_ratio,branch_miss_ratio,cpu_efficiency,sys_cpu_user_seconds,sys_cpu_system_seconds,sys_cpu_total_seconds,sys_context_switches,sys_processes_created,sys_procs_running,sys_procs_blocked,collection_interval,time_delta_seconds,vm_hostname
0.0,1757530799.3558056,2025-09-10T14:59:59.355806,0,0,0,0,0,0,0,0,0.7481296758045914,0.2493765585976364,0.24937655860330657,0.0,0.0,0.0,0.0,0.24937655860366095,99.25187032419541,19.0,9.611400604248047,0.0,0.0,0,52,300,0.076171875,0.359375,0.640625,0.0,0.0,0.0,0.004987531172009429,0.01,0.01,0.02,186,0,4,0,1.0,1.0001966953277588,fedora
2.000352144241333,1757530801.3561578,2025-09-10T15:00:01.356158,0,0,0,0,0,0,0,0,0.7481296758156759,0.2493765586089489,0.24937655860327873,0.0,0.0,0.24937655860345592,0.0,0.0,99.25187032418432,19.1,9.61043930053711,0.0,0.0,0,218,300,0.06982421875,0.35302734375,0.63671875,0.0,0.0,0.0,0.0049875311721222755,0.01,0.01,0.02,142,0,1,0,1.0,1.0002129077911377,fedora
3.0033445358276367,1757530802.3591502,2025-09-10T15:00:02.359150,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,19.1,9.61043930053711,0.0,0.0,0,166,300,0.06982421875,0.35302734375,0.63671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,0,1,0,1.0,1.000236988067627,fedora
4.006938695907593,1757530803.3627443,2025-09-10T15:00:03.362744,0,0,0,0,0,0,0,0,0.7462686567108676,0.24875621889961785,0.2487562189056274,0.0,0.0,0.0,0.0,0.2487562189056274,99.25373134328913,19.1,9.61043930053711,0.0,0.0,0,218,300,0.06982421875,0.35302734375,0.63671875,0.0,0.0,0.0,0.004975124378052452,0.01,0.01,0.02,123,0,1,0,1.0,1.0002107620239258,fedora
5.009485960006714,1757530804.3652916,2025-09-10T15:00:04.365292,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,19.1,9.61043930053711,0.0,0.0,0,0,300,0.06982421875,0.35302734375,0.63671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,0,1,0,1.0,1.0002012252807617,fedora
6.012234926223755,1757530805.3680406,2025-09-10T15:00:05.368041,0,0,0,0,0,0,0,0,0.992555831270991,0.24813895782179332,0.24813895781650394,0.0,0.0,0.24813895781632764,0.2481389578163717,0.0,99.00744416872901,19.1,9.610454559326172,0.0,0.015625,0,145,301,0.06982421875,0.35302734375,0.63671875,0.0,0.0,0.0,0.004962779156382973,0.01,0.01,0.02,178,1,1,0,1.0,1.0001420974731445,fedora
7.01525092124939,1757530806.3710566,2025-09-10T15:00:06.371057,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,19.1,9.610515594482422,0.0,0.0,0,93,301,0.06396484375,0.3466796875,0.6328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,0,1,0,1.0,1.000337839126587,fedora
8.018049240112305,1757530807.3738549,2025-09-10T15:00:07.373855,0,0,0,0,0,0,0,0,0.7499999999991047,0.4999999999994032,0.2499999999997016,0.0,0.0,0.0,0.0,0.0,99.2500000000009,19.1,9.610515594482422,0.0,0.0,0,145,301,0.06396484375,0.3466796875,0.6328125,0.0,0.0,0.0,0.0074999999999910485,0.02,0.01,0.03,150,0,1,0,1.0,1.0001823902130127,fedora
9.021493911743164,1757530808.3772995,2025-09-10T15:00:08.377300,0,0,0,0,0,0,0,0,0.24999999999978684,0.0,0.0,0.0,0.0,0.0,0.0,0.24999999999978684,99.75000000000021,19.1,9.610515594482422,0.0,0.0,0,0,301,0.06396484375,0.3466796875,0.6328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,0,1,0,1.0,1.000150203704834,fedora
10.024449348449707,1757530809.380255,2025-09-10T15:00:09.380255,0,0,0,0,0,0,0,0,0.4987531172072579,0.0,0.24937655860363178,0.0,0.0,0.24937655860363178,0.0,0.0,99.50124688279274,19.1,9.610515594482422,0.0,0.0,0,52,301,0.06396484375,0.3466796875,0.6328125,0.0,0.0,0.0,0.0024937655860363178,0.0,0.01,0.01,114,0,1,0,1.0,1.0001475811004639,fedora
11.027207374572754,1757530810.383013,2025-09-10T15:00:10.383013,0,0,0,0,0,0,0,0,0.2506265664215164,0.2506265664215245,0.0,0.0,0.0,0.0,0.0,0.0,99.74937343357848,19.1,9.610530853271484,0.0,0.00390625,0,0,301,0.06396484375,0.3466796875,0.6328125,0.0,0.0,0.0,0.0025062656642152446,0.01,0.0,0.01,185,0,1,0,1.0,1.0001959800720215,fedora
12.029972314834595,1757530811.385778,2025-09-10T15:00:11.385778,0,0,0,0,0,0,0,0,4.488778054855345,2.244389027423929,1.4962593516207958,0.0,0.0,0.24937655860346597,0.24937655860351027,0.2493765586036432,95.51122194514465,19.1,9.609355926513672,0.0,0.0,0,218,301,0.05859375,0.3408203125,0.62939453125,0.0,0.0,0.0,0.03740648379044725,0.09,0.06,0.15,1026,4,1,0,1.0,1.0003197193145752,fedora
13.033617734909058,1757530812.3894234,2025-09-10T15:00:12.389423,0,0,0,0,0,0,0,0,0.25000000000545697,0.25000000000545697,0.0,0.0,0.0,0.0,0.0,0.0,99.74999999999454,19.1,9.609355926513672,0.0,0.0,66,232,301,0.05859375,0.3408203125,0.62939453125,0.0,0.0,0.0,0.0025000000000545697,0.01,0.0,0.01,131,0,1,0,1.0,1.0002007484436035,fedora
14.03704285621643,1757530813.3928485,2025-09-10T15:00:13.392848,0,0,0,0,0,0,0,0,12.686567164180076,10.447761194030896,1.492537313432783,0.0,0.24875621890540495,0.24875621890540495,0.0,0.24875621890558167,87.31343283581992,19.3,9.579132080078125,0.0,0.0703125,0,218,306,0.05859375,0.3408203125,0.62939453125,0.0,0.0,0.0,0.11940298507463679,0.42,0.06,0.48,240,6,1,0,1.0,1.0001616477966309,fedora
15.040640115737915,1757530814.3964458,2025-09-10T15:00:14.396446,0,0,0,0,0,0,0,0,0.2506265664160736,0.0,0.25062656641608116,0.0,0.0,0.0,0.0,0.0,99.74937343358393,19.3,9.579132080078125,0.0,0.0,0,0,306,0.05859375,0.3408203125,0.62939453125,0.0,0.0,0.0,0.0025062656641608116,0.0,0.01,0.01,153,0,1,0,1.0,1.0002100467681885,fedora
16.044321298599243,1757530815.400127,2025-09-10T15:00:15.400127,0,0,0,0,0,0,0,0,9.975062344139658,9.725685785536315,0.2493765586033499,0.0,0.0,0.0,0.0,0.0,90.02493765586034,19.3,9.579132080078125,0.0,0.0,0,145,306,0.05859375,0.3408203125,0.62939453125,0.0,0.0,0.0,0.09975062344139665,0.39,0.01,0.4,161,0,2,0,1.0,1.000173568725586,fedora
17.04743194580078,1757530816.4032376,2025-09-10T15:00:16.403238,0,0,0,0,0,0,0,0,6.218905472635939,0.49751243781043986,0.9950248756219403,0.0,2.736318407959982,0.49751243781097015,0.2487562189054409,1.2437810945271601,93.78109452736406,19.3,9.580142974853516,0.0,9.03125,0,93,306,0.0537109375,0.3349609375,0.6259765625,0.0,0.0,0.0,0.0149253731343238,0.02,0.04,0.06,629,0,1,0,1.0,1.000201940536499,fedora
18.051478147506714,1757530817.4072838,2025-09-10T15:00:17.407284,0,0,0,0,0,0,0,0,12.718204488774504,10.72319201994648,0.0,0.0,0.0,0.24937655860345184,0.2493765586034961,1.4962593516210654,87.2817955112255,19.3,9.580142974853516,0.0,0.0,0,145,306,0.0537109375,0.3349609375,0.6259765625,0.0,0.0,0.0,0.10723192019946479,0.43,0.0,0.43,154,0,1,0,1.0,1.0001976490020752,fedora
